id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN210,"got any mid-level paleo recipes for sweet potatoes, broccoli and chicken thighs? something american and takes around 30-60 mins would be great! 🍗🥦","{""DietaryNeedsOrRestrictions"":""paleo"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, chicken thighs, broccoli"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN211,"looking for a vegetarian recipe 30-60 mins, no mex","{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN212,Can u suggest a veggie dinner that's not mexican?,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN213,need vegetarian recipe w/general ingredients. Nothing mexican!,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN214,"please help me find a vegetarian meal, around 30 to 60 min","{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN215,"want a recipe using pantry staples, no mex, veggie only","{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN216,i'm looking for an advanced italian pescatarian recipe that i can spend time on and really impress my guests,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN217,"Can you suggest a high-effort ITALIAN dish that is pescatarian? I have no specific ingredients in mind, so I’m flexible!","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN218,"need a complex and fancy italian meal for pescatarians, something I can spend a whole afternoon cooking will be great","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN219,what's a super detailed recipe for an italian pescatarian dish? i want to challenge my cooking skills and flex my culinary muscles!,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN220,"i'd love to try making an advanced italian pescatarian recipe, any suggestions? 🐟🍝 i'm open to any ingredients really!","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN221,"Need a simple dairy-free recipe using almond milk, cocoa powder, and bananas that I can make in under 30 mins","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: almond milk, cocoa powder, bananas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN222,can u suggest a quick recipe with almond milk cocoa powdr and bananas? must be dairy freee!,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: almond milk, cocoa powder, bananas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN223,i want to make something easy and dairy free with almond milk bananas n cocoa powder in less than 30 mins!,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: almond milk, cocoa powder, bananas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN224,"What’s a low-effort, dairy-free recipe using just bananas, almond milk, and cocoa that I can whip up quickly?","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: almond milk, cocoa powder, bananas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN225,"plz help! I have bananas almond milk and cocoa powder, what easy recipe can I make in like 20 mins? 🍌🥛🍫","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: almond milk, cocoa powder, bananas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN226,Can you suggest a high-protein indian dish that’s complex to make but really flavorful? I'm open to any types of ingredients!,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN227,"i want to create an advanced high-protein indian meal with no specific ingredients in mind, any ideas would be amazing 👌","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN228,please help me with a detailed recipe for an intricate high-protein dish from indian cuisine that could take a while to prepare,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN229,LOOKING for a challenging high-protein indian recipe that will take some time to make... i don't have any specific ingredients but I'm very flexible,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN230,"need a detailed high-protein indian cooking recipe 🥘 that challenges my culinary skills, open to any ingredients, just want it to be worthwhile!","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN231,need a recipe using pantry staples,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN232,looking for mid level cuisine recipes,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN233,What can I make w/ingredients I have at home?,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN234,30-60 min dish from my pantry pls!,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN235,got time for a fun dinner recipe 🍽️,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN236,any easy halal middle eastern dishes i can make fast?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN237,need a quick and simple halal recipe from the middle east,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN238,what's the easiest middle eastern meal i can whip up in under 30 mins,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN239,pls give me quick halal recipe ideas from middle eastern cuisine! 😋,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN240,"looking for a middle eastern dish i can make easily and fast, any suggestions?","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN241,can u suggest a quick gluten free recipe using quinoa bell peppers and black beans?,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, bell peppers, black beans"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN242,i need an easy mediterranean dish with quinoa and black beans in under 30 mins!,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, bell peppers, black beans"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN243,what's a fast gluten-free recipe with bell peppers and black beans that i can make in 20 min?,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, bell peppers, black beans"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN244,looking for a simple and gluten free recipe! i want to use quinoa and bell peppers,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, bell peppers, black beans"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN245,help me out with a quick gluten-free meal using black beans and quinoa pls! 😋,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, bell peppers, black beans"",""CuisinePreference"":""specific_cuisine: mediterranean"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN246,"Looking for an advanced low-carb recipe that features cauliflower, beef, and asparagus. I have all day to cook and would love something complex but rewarding.","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, beef, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN247,"need a detailed advanced recipe using cauliflower, beef, and asparagus pls! low carb is a must and I’m free all day no rush","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, beef, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN248,"Can you help me find a unique low-carb dish that incorporates beef, asparagus, and cauliflower? I want something intricate and I have plenty of time to devote to it!","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, beef, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN249,"What’s a high-effort low-carb meal I can prepare with asparagus, cauliflower, and beef? I love cooking and can spend time making it!","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, beef, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN250,please recommend some sort of advanced cuisine recipe using beef cauliflower and asparagus low carb id like to spend time making this,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, beef, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
